Číslo SME ;Provozovatel ;Adresa;Město ;PSČ;Telefon;e-mail;Kraj;ORP;Kategorie vozidel ;Druh stanice 
480204;Ludmila Kufelová;Horní Domaslavice 28;Horní Domaslavice;73951;558664247;kufelova@centrum.cz;Moravskoslezský kraj;Frýdek-Místek;M1,N1;Vznětový motor,Zážehový motor
480208;Autodružstvo Frýdek - Místek;Beskydská 2299;Frýdek-Místek;73801;558665213;sme480208@seznam.cz;Moravskoslezský kraj;Frýdek-Místek;NULL;NULL
480212;KARIREAL a.s.;Frýdecká 272;Třinec;73961;558996132;lukas.kollar@stk-trinec.cz;Moravskoslezský kraj;Třinec;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480228;Karel Sobek s.r.o.;Bruzovská 3828;Frýdek-Místek;73801;558640340;karelsobek@seznam.cz;Moravskoslezský kraj;Frýdek-Místek;C,M1,M2,N1,N2,T,Z;Vznětový motor,Zážehový motor
480236;Tomáš Lehnert;p.č. 2086/2;Staříč;73943;604230991;subarufm@seznam.cz;Moravskoslezský kraj;Frýdek-Místek;C,M1,N1,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
480238;AUTOEMISTAR GROUP s.r.o.;17.listopadu;Frýdek-Místek;73801;558431243;info@stk-frydekmistek.cz;Moravskoslezský kraj;Frýdek-Místek;NULL;NULL
480240;KTS servis s.r.o.;Frýdecká 1978;Český Těšín;73701;734755200;stkceskytesin@seznam.cz;Moravskoslezský kraj;Český Těšín;NULL;NULL
480301;AUTOSALON KUDRNA s.r.o.;Příčná 1215;Orlová;73514;775424374;strach@autokudrna.cz;Moravskoslezský kraj;Orlová;NULL;NULL
480320;Roman Zielina;Údolní 551/3;Havířov;73601;777045808;zielina@seznam.cz;Moravskoslezský kraj;Havířov;NULL;NULL
480327;Václav Šeda;Požární 352;Rychvald;73532;4,20737E+11;lpg-seda@seznam.cz;Moravskoslezský kraj;Bohumín;NULL;NULL
480332;Radim Walica;Na Hrázi 761;Bohumín - Skřečoň;73531;608888110;walica@volny.cz;Moravskoslezský kraj;Bohumín;NULL;NULL
480334;Ing. Arnošt Merta;Mírová 1806;Rychvald;73532;596572214;emise480334@seznam.cz;Moravskoslezský kraj;Bohumín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
480339;AUTO - SLUMO, s.r.o.;9. května 66;Horní Suchá;73535;596422061;autoslumo@seznam.cz;Moravskoslezský kraj;Havířov;NULL;NULL
480341;Jaroslav Janči, s.r.o.;Ostravská 1833;Petřvald;73541;596530300;info@stk-petrvald.cz;Moravskoslezský kraj;Orlová;NULL;NULL
480344;AUTOCENTRÁLA s.r.o.;Ostravská 1946/12;Karviná-Fryštát;73301;602 355 399;karvina@autocentrala.cz;Moravskoslezský kraj;Karviná;NULL;NULL
480345;DEVAP servis s.r.o.;Želežničářů 1529/1c;Havířov - město;73601;777786794;stk.havirov@seznam.cz;Moravskoslezský kraj;Havířov;NULL;NULL
480346;DEVAP GROUP s.r.o.;Železničářů 1529/1c;Havířov;73601;777786794;stk.havirov@seznam,cz;Moravskoslezský kraj;Havířov;NULL;NULL
480347;Volvo Group Czech Republic, s.r.o.;U plnírny 1140/1a;Havířov;73564;724483293;petr.kubla@volvo.com;Moravskoslezský kraj;Havířov;NULL;NULL
480348;STK EMISE, s.r.o.;Svatopluka Čecha 799/32o;Karviná;73506;703 120 300;stkemise@post.cz;Moravskoslezský kraj;Karviná;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480404;Autoservis Rudolf Vašek s.r.o.;Štramberská 105/60;Kopřivnice;74221;556813555;auto@vasekrud.cz;Moravskoslezský kraj;Kopřivnice;NULL;NULL
480406;Veterinární univerzita Brno;Elišky Krásnohorské 178;Šenov u Nového Jičína;74242;606686129;mechanizace@szpnj.cz;Moravskoslezský kraj;Nový Jičín;NULL;NULL
480410;BONO auto a.s.;Malostranská 579;Šenov u Nového Jičína;74242;556 770 222;pukovcova@bonoauto.cz;Moravskoslezský kraj;Nový Jičín;NULL;NULL
480414;Josef Jahn;Prchalov 23;Příbor;74258;556723456;pepa.jahn@seznam.cz;Moravskoslezský kraj;Kopřivnice;NULL;NULL
480422;EMISE FREN s.r.o.;Martinská čtvrť 1739;Frenštát pod Radhoštěm;74401;556 836 941;stkfren@seznam.cz;Moravskoslezský kraj;Frenštát pod Radhoštěm;NULL;NULL
480424;STK Roman Kučera s.r.o.;309;Velké Albrechtice;74291;558272444;info@stkbilovec.cz;Moravskoslezský kraj;Bílovec;NULL;NULL
480428;Richard Kučera;309;Velké Albrechtice;74291;558272444;info@stkbilovec.cz;Moravskoslezský kraj;Bílovec;NULL;NULL
480429;EMISE KOPR s.r.o.;Nádražní 1599/4;Kopřivnice;74221;603788782;stk5@seznam.cz;Moravskoslezský kraj;Kopřivnice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
480430;AQUA MORAVA a.s.;Štefánikova 221/20h;Kopřivnice;74221;777661996;aquamorava@seznam.cz;Moravskoslezský kraj;Kopřivnice;NULL;NULL
480512;EURO - PROFICAR s.r.o.;Slavonínská 804/1;Olomouc;77900;585414608;stk.eurocar@seznam.cz;Olomoucký kraj;Olomouc;NULL;NULL
480516;AUTOKOMPLEX OLOMOUC s.r.o.;Svatoplukova 963/14;Litovel;78401;585341696;zak@autokomplex-ol.cz;Olomoucký kraj;Litovel;NULL;NULL
480517;Pavel Kopeček;Uničovská 2403/62A;Šternberk;78501;585013364;pavel@kopecek.net;Olomoucký kraj;Šternberk;NULL;NULL
480534;STK - AUTOL Olomouc s.r.o.;Lazecká 552;Olomouc, Lazce;77900;585222484;autolstk@volny.cz;Olomoucký kraj;Olomouc;C,M1,M2,N1,N2,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480543;PLYNOMONT spol. s r.o.;Náves Svobody 6/10;Olomouc - Holice;77900;608969016;bulkova@plynomont.cz;Olomoucký kraj;Olomouc;NULL;NULL
480546;Petr Konečný;Střemeníčko 8;Luká;78324;602782251;p.konecny@raz-dva.cz;Olomoucký kraj;Litovel;NULL;NULL
480557;Jaroslav Kučera;Pode Mlýnem 11;Olomouc;77200;731140142;jarda.kucera@centrum.cz;Olomoucký kraj;Olomouc;NULL;NULL
480558;"STK ""Na Přerovské"", s.r.o.";Týnecká 833/39;Olomouc, Holice;77900;4,20585E+11;stk.naprerovske@seznam.cz;Olomoucký kraj;Olomouc;NULL;NULL
480560;Šternberská STK, s.r.o.;Litovelská 2585/14;Šternberk;78501;4,20729E+11;stk.sternberk@volny.cz;Olomoucký kraj;Šternberk;NULL;NULL
480562;DIZIONARIO s.r.o.;Sladkovského 53A;Olomouc;77900;800200211;reditelstk@seznam.cz;Olomoucký kraj;Olomouc;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
480602;Lumír Tvarůžka AUTOMOTOR s.r.o.;Chrudimská 92;Čavisov;74764;553768109;zdenek.jaworek@automotor.cz;Moravskoslezský kraj;Ostrava;M1,N1;Vznětový motor,Zážehový motor
480607;HARASIM s.r.o.;Slezská 643/3;Štěpánkovice;74728;553675228;harasimmarcel@gmail.com;Moravskoslezský kraj;Kravaře;C,M1,M2,N1,N2,T,Z;Vznětový motor,Zážehový motor
480608;Ing. Bc. Lukáš HULA AMP-SERVIS-SME;Krnovská 2863/75d;Opava;74601;722400401;lukashula@seznam.cz;Moravskoslezský kraj;Opava;NULL;NULL
480612;Autoservis A+Č Kravaře s. r. o.;Opavská 3319/45b;Kravaře;74721;602551998;info@autoa-c.cz;Moravskoslezský kraj;Kravaře;NULL;NULL
480616;Petr Fojtík;Jandova 68;Hlučín-Darkovičky;74801;595042283;fojtikservis@seznam.cz;Moravskoslezský kraj;Hlučín;NULL;NULL
480624;AUTOCENTRÁLA s.r.o.;Markvartovická 1906/7;Hlučín;74801;724932477;autosalon@autocentrala.cz;Moravskoslezský kraj;Hlučín;NULL;NULL
480631;HAGEMANN a.s.;Krnovská 117;Opava;74707;553760811;emise.hagemann@seznam.cz;Moravskoslezský kraj;Opava;NULL;NULL
480633;DM BETA, s.r.o.;Slavkovská 39;Opava;74707;553777451;info@stkopava.cz;Moravskoslezský kraj;Opava;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
480636;Porsche Inter Auto CZ spol. s r.o.;Krnovská 644/7;Opava;74707;553666932;roman.barc@autoheller.cz ;Moravskoslezský kraj;Opava;NULL;NULL
480637;AUTOMOTOLAND CZ s.r.o.;Těšínská 85;Opava;74601;553613555;sme.opava@automotolandcz.cz;Moravskoslezský kraj;Opava;NULL;NULL
480701;Porsche Inter Auto CZ spol. s r.o.;Cihelní 3160/49b;Ostrava;70200;596 606 215;jiri.franek@autoheller.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480705;Autodružstvo Frýdek - Místek;Brandlova 5;Ostrava;70200;595131133;servis.brandlova@autodruzstvo-fm.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480706;Autodružstvo Frýdek - Místek;Hlučínská 60;Ostrava;70200;596133061;daniel.hudecek@autodruzstvo-fm.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480713;UNICAR, spol. s r.o.;Vítkovická 36;Ostrava;70118;595 694 043;servis@unicar.cz;Moravskoslezský kraj;Ostrava;M1,N1;Vznětový motor,Zážehový motor
480714;EMISE TAJGA, a.s.;U Řeky 660;Ostrava;72000;596734041;emise.tajga@centrum.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480727;Dušan Barniak;Sprašova 3;Ostrava;71200;604620662;servis@procar-ostrava.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480734;Střední škola technická a dopravní, Ostrava-Vítkov;Moravská 964/2;Ostrava;70300;555 503 111;sekretariat@sstd.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480746;AUTO DUBINA, a.s.;Horní 3023/122;Ostrava;70030;599 526 260;info@auto-dubina.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480756;AUTOCENTRÁLA s.r.o.;Třebovická 5534;Ostrava;72200;596 966 333;ostrava@autocentrala.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480762;HAS car s.r.o.;Poděbradova 31;Ostrava;70200;596116204;hascar@volny.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480764;STK - Ostrava s.r.o.;Krmelínská 827/13;Ostrava;72000;608722597;info@stk-ostrava.cz;Moravskoslezský kraj;Ostrava;M1,M2,N1,N2;CNG,LPG,Vznětový motor,Zážehový motor
480765;CENTRUM Moravia Sever, spol. s r.o.;Rudná 3;Ostrava;70300;596761120+596761117;servis@mbcms.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480768;Ing. Arnošt Merta;Oběžná 2086/13;Ostrava;70900;724177911;stk@stkok.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480769;HL propan spol. s r.o.;Štramberská 2905;Ostrava;70300;595700570;info@hlpropan.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480772;Pavel Salomon;Pustkovecká 146/11;Ostrava;70800;602443598;salomonservis@seznam.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480773;Chopper Czech Republic s.r.o.;U Stadionu 3343/5;Ostrava;70200;776895556;choppercz@gmail.com;Moravskoslezský kraj;Ostrava;NULL;NULL
480774;HAFiN TRUST s.r.o.;Sládkova 2666/27;Ostrava;70200;776167712;denisa-richtarova@centrum.cz;Moravskoslezský kraj;Ostrava;M1,M2,N1,N2;Vznětový motor,Zážehový motor
480775;STK - Ostrava s.r.o.;Servisní 5556/1;Ostrava;72200;596966300;trebovice@stk-ostrava.cz;Moravskoslezský kraj;Ostrava;NULL;NULL
480801;ELEKTRO-LUMEN, s.r.o.;Hranická 505;Hranice;75361;420 581 699 426;stk@el-lumen.cz;Olomoucký kraj;Hranice;M1,M2,N1,N2;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480805;HAVEL servis s.r.o.;Skopalova 131/16;Přerov;75002;4,20581E+11;havel@havel-bosch.cz;Olomoucký kraj;Přerov;NULL;NULL
480811;Miroslav Skoupil;Padlých hrdinů 1483;Kojetín;75201;777900983;autosluzbyskoupil@seznam.cz;Olomoucký kraj;Přerov;NULL;NULL
480813;MOTOR expert s.r.o.;9. května 2452;Přerov;75002;581204898;plischke@motorexpert.cz;Olomoucký kraj;Přerov;NULL;NULL
480817;MOBIL expert, s.r.o.;Na Zelince 1143;Lipník nad Bečvou;75131;602735415;mandak.laco@volny.cz;Olomoucký kraj;Lipník nad Bečvou;NULL;NULL
480822;Karel Halašta;9. května 2452/90;Přerov;75002;608744215;deltacharlie68@centrum.cz;Olomoucký kraj;Přerov;NULL;NULL
480823;PP AUTOCENTRUM s.r.o.;Tř. 1. máje 328;Hranice;75301;581622111;slovenak@ppautocentrum.cz;Olomoucký kraj;Hranice;NULL;NULL
480829;KOVET, spol. s r.o.;Na Zelince 1537;Lipník nad Bečvou;75131;581701737;stklipnik@kovet.cz;Olomoucký kraj;Lipník nad Bečvou;M1,M2,N1,N2;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480830;KOVET, spol. s r.o.;Teličkova 433/35;Přerov II-Předmostí;75124;581211845;stkprerov@kovet.cz;Olomoucký kraj;Přerov;M1,M2,N1,N2;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480902;Autoservis Hudousek spol. s r. o.;Na Pilníku 307;Štíty;78991;703488880;servis@autoservis-hudousek.cz;Olomoucký kraj;Zábřeh;NULL;NULL
480907;Ivan Chládek;Sušilova 1359/66;Zábřeh;78901;774906052;autoservis.chladek@email.cz;Olomoucký kraj;Zábřeh;NULL;NULL
480909;TILL s.r.o.;Olomoucká 117;Loštice;78983;583481105;info@lisovna-till.cz;Olomoucký kraj;Mohelnice;M1,M2,M3,N1,N2,N3,T;Vznětový motor,Zážehový motor
480912;ABA STKáčko s.r.o.;Žerotínova 3403/44;Šumperk;78701;739 635 302;stk3802@seznam.cz;Olomoucký kraj;Šumperk;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
480925;Dubická zemědělská a.s.;Družstevní 5;Dubicko;78972;607559442;dubicka@dubicka.cz;Olomoucký kraj;Zábřeh;NULL;NULL
480933;FRANOTRANS s.r.o.;Na Křtaltě 2219/37;Zábřeh;78901;602773668;info@franotrans.cz;Olomoucký kraj;Zábřeh;M1,M2,N1,N2;CNG,LPG,Vznětový motor,Zážehový motor
480935;Služby BPK, s.r.o.;Slunná 98;Jeseník;79001;584401332;stk@sluzby-bpk.cz;Olomoucký kraj;Jeseník;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
481002;Radovan Polčák;Svazarmovská 865;Rožnov pod Radhoštěm;75661;777850482;polcakova.p@seznam.cz;Zlínský kraj;Rožnov pod Radhoštěm;NULL;NULL
481003;Moravská nemovitostní a.s.;Bobrky 495;Vsetín;75501;571411090;jiri.zezulka@vsad.cz;Zlínský kraj;Vsetín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
481004;ESAS AUTO s.r.o.;Záhumení 18;Valašské Meziříčí;75701;571615044;esas@esas.cz;Zlínský kraj;Valašské Meziříčí;NULL;NULL
481005;AD-auto-elektroopravna, výrobní družstvo;4. května 180;Vsetín;75501;571411144;advsetin@seznam.cz;Zlínský kraj;Vsetín;NULL;NULL
481012;Z-Group a.s.;Palackého 220;Valašské Meziříčí;75701;571613501;witold.boru@tiscali.cz;Zlínský kraj;Valašské Meziříčí;NULL;NULL
481020;Sylva Sedlářová s.r.o.;Tvarůžková 2994;Rožnov pod Radhoštěm;75661;604173911;sylvasedlarova@seznam.cz;Zlínský kraj;Rožnov pod Radhoštěm;NULL;NULL
481022;A M G CENTRUM, s. r. o.;Poličná 508;Poličná ;75701;571611122;stkvm@seznam.cz;Zlínský kraj;Valašské Meziříčí;NULL;NULL
481023;Tregado a.s.;Bobrky 2270;Vsetín;75501;571410742;emise@tregado.cz;Zlínský kraj;Vsetín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
481024;TOMPA SERVIS s.r.o.;JIRÁSKOVA 701;Vsetín;75501;732125470;pavel.orsag@seznam.cz;Zlínský kraj;Vsetín;NULL;NULL
510101;Vyšší odborná škola a Střední průmyslová škola dop;Masná 18/1000;Praha;11000;236075636;haken@spsdmasna.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510402;Dopravní podnik hl. m. Prahy, akciová společnost;ke garážím 2;Praha;14033;296134526;kawulokr@dpp.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510405;I M O F A, spol. s.r.o.;Milevská 2;Praha;14000;241731800;servis@imofa.cz;Hlavní město Praha;Hlavní město Praha;M1,N1;Vznětový motor,Zážehový motor
510406;SAGA PRAHA s.r.o.;Daimlerova 2296/2;Praha;14900;271 077 111;ludek.kotlik@daimler.com;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510408;Ladislav Brynda;Dobronická 635;Praha;14800;728500900;info@LBautomobile.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510409;AUTO JAROV, s.r.o.;Vídeňská 126;Praha 4;14800;251002803;emisekunratice@autojarov.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510410;Autotyp H+S s.r.o.;Dobronická 1021;Praha;14825;777773639;info@autotyphs.cz;Hlavní město Praha;Hlavní město Praha;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
510504;AUTO STYL a.s.;Jeremiášova 3/1115;Praha;15500;235518827;prodej@auto-styl.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510509;HESTI, spol. s r. o.;K Hájům 946/10;Praha;15500;257961344;servis@hesti.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510510;Louwman Motor Praha s.r.o.;Donátova 1225;Praha;15000;257089911;info@louwman.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510511;SAGA PRAHA s.r.o.;Bavorská 2666/16;Praha;15500;271 077 915;michal.liska@rcm-saga.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510512;Louwman Motor Praha s.r.o.;Sárská 2664/3;Praha;15500;257089941;neuveden;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510514;CAR SYSTEM s.r.o.;Fantova 1742/23;Praha;15500;774954529;autostodulky@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510515;2H Holding, s.r.o.;Jindrova 1389/58;Praha;15000;608555011;herman.mts@seznam.cz;Hlavní město Praha;Hlavní město Praha;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
510516;EMISE STODŮLKY s.r.o.;Jeremiášova 947/16;Praha;15500;602121520;robertherman@email.cz;Hlavní město Praha;Hlavní město Praha;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
510601;Dopravní podnik hl. m. Prahy, akciová společnost;Reinerova 6;Praha;16300;296134746;bulanj@dpp.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510703;Přerost a Švorc - auto, s.r.o.;Za elektrárnou 19;Praha;17000;220611312;holesovice@prerost-svorc.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510804;M 3000, a.s.;Šaldova 36;Praha;18600;222 896 111;info@m3000as.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510805;Ing. Rudolf KROUTIL;Čimická 809/53;Praha;18104;603 866 431 607 680 000;mereni-emise@volny.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510806;SME Chabry s.r.o.;Dopraváků 723/1;Praha;18400;233930909;stk3124@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510808;Jan Holub;Ústecká 968/1;Praha;18000;602888055;autoholub@email.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510908;DEKRA CZ a.s.;Na Výběžku 688/11;Praha 9;19000;777666166;stkvysocany.cz@dekra.com;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510911;Jaromír Toncar;Na Bačálkách 1952/7;Praha;19300;111;@;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510916;NH Car, s.r.o.;Broumarská 1503;Praha;19800;281 021 611;info@nhcar.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510917;VSP Auto Praha Servis, a.s.;Pod Šancemi 444/1;Praha;19000;284 810 003;korejza@vsp-autopraha.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510918;Emil Frey ČR, s.r.o.;Skorkovská 1585;Praha;19800;281 000 511;serv-sub.p14@emilfrey.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510920;Jan Holub;Poděbradská 541/29 ;Praha;19000;607519049;autoholub@email.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
510921;Emise výběžek s.r.o.;Nademlejnská 823/11;Praha;10900;602121520;robertherman@email.cz;Hlavní město Praha;Hlavní město Praha;C,M1,N1,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
511004;MOTORENA Hostivař, s.r.o.;Opravářská 944/2;Praha;10200;272 703 272;motorena@motorena.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
511009;AUTO GOLDCAR a.s.;Bohdalecká 1416/12;Praha;10100;225 354 200;mlynek@autogoldcar.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
511010;EMISE HERMAN s.r.o.;Ke Kablu 24/378;Praha;10200;608555011;robertherman@email.cz;Hlavní město Praha;Hlavní město Praha;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
511012;EMISE PRAHA s.r.o.;Černokostelecká 569/118;Praha;10000;602326339;ivan.chvatal@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
511013;Jana Vondrušková;Ke Kablu 24/370;Praha;10200;608555011;herman.mts@seznam.cz;Hlavní město Praha;Hlavní město Praha;NULL;NULL
511014;Autoservis Garant s.r.o.;Průběžná 3210/80B;Praha;10000;777612763;ales.kaiser@autoservis-garant.cz;Hlavní město Praha;Hlavní město Praha;M1,N1,T;Vznětový motor,Zážehový motor
511015;1H Holding s.r.o.;K Říčanům;Praha;10300;608555011;herman.mts@seznam.cz;Hlavní město Praha;Hlavní město Praha;M1,M2,M3,N1,N2,N3,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
520106;S A P spol. s r.o.;Loket 49;Loket;25768;317856700 + 736 630 575;prodej@saploket.cz;Středočeský kraj;Vlašim;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
520203;STK Hořovice, spol. s r.o.;Masarykova 1432;Hořovice;26801;311516727;info@stkhorovice.cz;Středočeský kraj;Hořovice;NULL;NULL
520204;Iveco Truck Centrum, s.r.o.;Pražská 330;Loděnice;26712;311604020;servis.lodenice@ivecotc;Středočeský kraj;Beroun;NULL;NULL
520302;KD SERVIS a.s.;Železničářů 885;Kladno;27280;739648303;miroslav.bumba@arriva.cz;Středočeský kraj;Kladno;NULL;NULL
520402;Josef Skala;77;Vrbčany;28104;321792262;autoskala@seznam.cz;Středočeský kraj;Kolín;NULL;NULL
520403;ČSAD POLKOST, spol. s r.o.;nám.Smiřických 16;Kostelec nad Černými lesy;28163;321679289;stk.nakladni@csadpolkost.cz;Středočeský kraj;Říčany;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
520404;Josef Hájek - autoopravna;Lžovická 301;Týnec nad Labem;28126;321603025;veradebelkova@ivecohajek.cz;Středočeský kraj;Kolín;NULL;NULL
520406;AUTO TOBI, s.r.o.;Žabonosy 5;Žabonosy;28002;739272396;lubos-vnuk@seznam.cz;Středočeský kraj;Kolín;NULL;NULL
520407;HCDF s.r.o.;Rostoklaty 8;Rostoklaty 8;28171;605244863 + 777188400;robertherman@email.cz;Středočeský kraj;Český Brod;M1,N1,N2,T;CNG,LPG,Vznětový motor,Zážehový motor
520501;KAR-mobil s.r.o.;Pod Nádražím 1204/6;Čáslav;28601;606764270;caslav.vedoucipracoviste@kar.cz;Středočeský kraj;Čáslav;M1,M2,M3,N1,N2,N3,T;Vznětový motor
520701;SME Kosmonosy s.r.o.;Boleslavská 1042;Mladá Boleslav;29306;326327567;stk3218@seznam.cz;Středočeský kraj;Mladá Boleslav;NULL;NULL
520704;AUTO COMERCIA s.r.o.;Hradišťská 167;Kněžmost;29402;604286441;servis@faridcom.cz;Středočeský kraj;Mnichovo Hradiště;NULL;NULL
520711;Stanislav Štytr;Jílová 1315;Mnichovo Hradiště;29501;724 206 174;martin.srytr@standa-mh.cz;Středočeský kraj;Mnichovo Hradiště;NULL;NULL
520801;AUTOOPRAVNA ŠEBESTA;Opolanská 172;Libice nad Cidlinou;28907;607868481;autosebesta@seznam.cz;Středočeský kraj;Poděbrady;NULL;NULL
520802;ČSAP s.r.o.;Dopravní 1717;Nymburk;28880;325502236;koutek@csap.cz;Středočeský kraj;Nymburk;NULL;NULL
520803;Technický servis STK s.r.o.;Draho 14;Budiměřice;28802;325546074;info@ts-stk.cz;Středočeský kraj;Nymburk;NULL;NULL
520808;NOTA BENE, spol. s.r.o.;Maršála Koněva 24;Nymburk;28802;325513316;alaneta@seznam.cz;Středočeský kraj;Nymburk;NULL;NULL
520905;PROFI AUTO CZ a.s.;Kolovratská 1367;Říčany;25101;602290302;cermak@profiautocz.cz;Středočeský kraj;Říčany;M1,M2,M3,N1,N2,N3,T;Vznětový motor,Zážehový motor
520907;Volvo Group Czech Republic, s.r.o.;Obchodní 105;Čestlice;25170;725008282;emise.cestlice@volvo.com;Středočeský kraj;Říčany;NULL;NULL
520911;Servis AUTO OPAT s.r.o.;Komerční zóna 467;Nupaky;25101;601336305;zelenka@autoopat.cz;Středočeský kraj;Říčany;NULL;NULL
520912;Petr Tesařík , AUTO-PNEU-SERVIS;Hrusice 128;Hrusice;25166;777257126;info@servistesarik;Středočeský kraj;Říčany;NULL;NULL
520913;LKW Petr Urban Říčany,s.r.o.;K Dálnici 329;Světice;25101;724226237;diagnostika@servis-lkw.cz;Středočeský kraj;Říčany;M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
521004;AB Auto Brejla s.r.o.;AUTOMOBILOVÁ 585;Vestec;25250;244912000;servis@auto-brejla.cz;Středočeský kraj;Černošice;NULL;NULL
521005;TÜV SÜD Czech s.r.o.;PŘÍLEPSKÁ 1920;Roztoky;25263;246003609;sme@tud-sud.cz;Středočeský kraj;Černošice;NULL;NULL
521006;K+K Autoservis Czech s.r.o.;U OKRUHU 587;Vestec;25242;315555577;michal.broz@kacmacek.cz;Středočeský kraj;Černošice;NULL;NULL
521201;ANEXIA s.r.o.;Lubenská 1588;Rakovník;26901;602302946;j.klecka@anexia.cz;Středočeský kraj;Rakovník;NULL;NULL
521202;České lupkové závody, a.s.;Pecínov 1171;Nové Strašecí;27111;313332111;cerny@cluz.cz;Středočeský kraj;Rakovník;NULL;NULL
521207;AR auto s.r.o.;Průmyslová 1208;Nové Strašecí;27101;724330990;info@stknovestraseci.cz;Středočeský kraj;Rakovník;NULL;NULL
530104;GW JIHOTRANS a.s.;Pekárenská 255/77;České Budějovice;37004;389009305;emise@gwjihotrans.cz;Jihočeský kraj;České Budějovice;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
530107;AutoservisHP s.r.o.;Jubilejní 38/48;České Budějovice;37010;387220381;zdenekhauser@seznam.cz;Jihočeský kraj;České Budějovice;M1,M2,M3,N1,N2,N3,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
530114;Alena Ládová - DOZER s.r.o.;J. Plachty 2606/56;České Budějovice;37003;387314265;dozer.stk@email.cz;Jihočeský kraj;České Budějovice;M1,N1,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
